"","Binomial","Common_name","Num_pops","Start_year","End_year","Avg_p_chg"
"408","Acrocephalus_scirpaceus","Common reed-warbler","8","1960","2019","442"
"409","Actitis_hypoleucos","Common sandpiper","13","1978","2019","14651"
"410","Mareca_penelope","Eurasian wigeon","31","1972","2012","1965"
"411","Spatula_querquedula","Garganey","11","1954","2012","424"
"412","Anser_anser","Greylag goose","38","1950","2015","46305"
"413","Ardea_cinerea","Grey heron","39","1952","2019","1536"
"414","Ardea_purpurea","Purple heron","13","1973","2013","429"
"415","Ardeola_ralloides","Squacco heron","12","1967","2013","3489"
"416","Aythya_ferina","Common pochard","23","1963","2012","38803"
"417","Aythya_fuligula","Tufted duck","20","1957","2012","1205"
"418","Aythya_nyroca","Ferruginous duck","5","1979","2010","1543"
"419","Botaurus_stellaris","Eurasian bittern","20","1975","2015","300"
"420","Bucephala_clangula","Common goldeneye","17","1970","2014","231"
"421","Ciconia_ciconia","White stork","48","1950","2019","1722"
"422","Cygnus_columbianus","Tundra swan","24","1959","2012","307"
"423","Cygnus_cygnus","Whooper swan","4","1975","2005","1868"
"424","Cygnus_olor","Mute swan","16","1954","2019","653"
"425","Egretta_garzetta","Little egret","29","1952","2013","9140"
"426","Fulica_atra","Common coot","33","1973","2019","21022"
"427","Gallinago_gallinago","Common snipe","12","1989","2019","525"
"428","Grus_japonensis","Red-crowned crane","1","1982","1998","196"
"429","Grus_monacha","Hooded crane","1","1962","2000","1076"
"430","Antigone_vipio","White-naped crane","2","1965","2014","1362"
"431","Lymnocryptes_minimus","Jack snipe","2","1981","1998","62"
"432","Marmaronetta_angustirostris","Marbled teal","7","1968","2013","3080"
"433","Mergellus_albellus","Smew","3","1972","2006","400"
"434","Mergus_merganser","Goosander","17","1970","2015","352"
"435","Mergus_serrator","Red-breasted merganser","22","1973","2014","617"
"436","Netta_rufina","Red-crested pochard","17","1968","2012","5099"
"437","Oxyura_leucocephala","White-headed duck","19","1970","2003","18217"
"438","Pandion_haliaetus","Osprey","20","1970","2015","421"
"439","Phalaropus_lobatus","Red-necked phalarope","7","1981","2014","175"
"440","Platalea_leucorodia","Eurasian spoonbill","15","1950","2015","2744"
"441","Podiceps_auritus","Horned grebe","7","1965","2014","220"
"442","Porphyrio_porphyrio","Purple swamphen","5","1983","2012","8635"
"443","Riparia_riparia","Collared sand martin","6","1998","2016","42"
"444","Tringa_totanus","Common redshank","26","1970","2019","812"
"445","Castor_fiber","European beaver / Eurasian beaver","30","1950","2019","8414"
"446","Neomys_fodiens","European shrew / Eurasian shrew","2","1974","1983","4600"
"447","Neophocaena_phocaenoides","Finless porpoise","8","1989","2017","100"
"448","Pusa_hispida","Ringed seal","10","1979","2016","72"
"449","Alligator_sinensis","Chinese alligator","1","1989","1999","400"
"450","Ammodytes_marinus","Lesser sand-eel","5","1974","2009","261"
"451","Anarhichas_lupus","Atlantic wolffish","26","1970","2016","378"
"452","Argentina_silus","Greater argentine","16","1971","2016","5413"
"453","Arnoglossus_laterna","Mediterranean scaldfish","1","1975","1993","9900"
"454","Chelidonichthys_cuculus","Red gurnard","1","1984","1993","4900"
"455","Brevoortia_patronus","Gulf menhaden","2","1966","1991","457"
"456","Brevoortia_tyrannus","Atlantic menhaden","25","1966","2010","24089"
"457","Brosme_brosme","Tusk / Cusk","19","1978","2016","176"
"458","Buglossidium_luteum","Solenette","1","1982","1993","2500"
"459","Callionymus_maculatus","Spotted dragonet","1","1988","1993","1300"
"460","Clupea_pallasii","Pacific herring","26","1952","2016","470"
"461","Engraulis_capensis","South African anchovy","2","1973","1994","67"
"462","Engraulis_encrasicolus","European anchovy","13","1965","2019","296"
"463","Gadus_morhua","Atlantic cod / Cod","68","1965","2019","885"
"464","Glyptocephalus_cynoglossus","Witch flounder","23","1971","2016","2160"
"465","Hippoglossoides_platessoides","American plaice","36","1967","2016","217"
"466","Lepidorhombus_boscii","Fourspotted megrim","1","2001","2010","37"
"467","Lepidorhombus_whiffiagonis","Megrim","3","1976","2011","703"
"468","Lophius_americanus","American angler","20","1971","2016","392"
"469","Lophius_budegassa","Blackbellied angler ","2","1993","2006","7"
"470","Lophius_piscatorius","Angler","1","1970","1994","2700"
"471","Lutjanus_campechanus","Northern red snapper","2","1983","2016","777"
"472","Lutjanus_synagris","Lane snapper","2","1962","2002","64"
"473","Mallotus_villosus","Capelin","28","1959","2016","265778"
"474","Merluccius_bilinearis","Silver hake / Whiting","26","1968","2016","2328"
"475","Melanogrammus_aeglefinus","Haddock","44","1971","2019","1117"
"476","Merlangius_merlangus","Whiting","12","1970","2019","278"
"477","Merluccius_capensis","South African hake / Shallow-water cape hake","4","1960","2015","216"
"478","Merluccius_merluccius","European hake","10","1968","2019","774"
"479","Merluccius_hubbsi","Argentine hake","5","1990","2018","132"
"480","Micromesistius_poutassou","Blue whiting","4","1990","2020","262"
"481","Pagrus_pagrus","Red porgy","3","1991","2012","358"
"482","Paralichthys_dentatus","Summer flounder","4","1989","2015","957"
"483","Zeugopterus_norvegicus","Norwegian topknot","1","1983","1993","1325"
"484","Platichthys_flesus","European flounder","6","1972","2002","757"
"485","Myzopsetta_ferruginea","Yellowtail flounder","26","1970","2016","1295"
"486","Pleuronectes_platessa","European plaice","8","1972","2019","247"
"487","Pollachius_virens","Saithe","37","1963","2019","770"
"488","Pomatomus_saltatrix","Bluefish","10","1981","2014","223"
"489","Scophthalmus_maximus","Turbot","1","1970","2014","300"
"490","Reinhardtius_hippoglossoides","Greenland halibut","28","1969","2016","6813"
"491","Sardina_pilchardus","European pilchard","7","1993","2012","248"
"492","Sardinella_brasiliensis","Brazilian sardinella","1","1989","1992","41"
"493","Sardinops_sagax","Pacific sardine / South American pilchard","17","1972","2019","3386"
"494","Scomber_scombrus","Atlantic mackerel","19","1962","2016","12783"
"495","Scophthalmus_rhombus","Flounder / brill","1","1981","1993","669"
"496","Sebastes_norvegicus","Golden redfish","12","1979","2017","823"
"497","Solea_solea","Common sole","13","1971","2019","526"
"498","Sprattus_sprattus","European sprat","9","1954","2019","15610"
"499","Stenotomus_chrysops","Scup","1","1993","2016","4790"
"500","Thunnus_obesus","Bigeye tuna","15","1974","2016","532"
"501","Thunnus_thynnus","Atlantic bluefin tuna / Northern bluefin tuna","5","1968","2015","581"
"502","Trachurus_capensis","Cape horse mackerel","2","1959","2019","114"
"503","Trachurus_trachurus","Atlantic horse mackerel","6","1973","2011","65"
"504","Chelidonichthys_lucerna","Tub gurnard","2","1976","1993","350"
"505","Trisopterus_esmarkii","Norway pout","4","1974","2011","1762"
"506","Trisopterus_luscus","Pouting","2","1972","1997","401"
"507","Trisopterus_minutus","Poor cod","1","1972","1997","100"
"508","Urophycis_tenuis","White hake","28","1970","2016","360"
"509","Xiphias_gladius","Swordfish","15","1971","2013","89"
"510","Alca_torda","Razorbill","15","1950","2015","1414"
"511","Anthus_petrosus","Rock pipit","1","1985","1996","8"
"512","Arenaria_interpres","Ruddy turnstone","29","1971","2016","710"
"513","Asio_flammeus","Short-eared owl","11","1966","2014","2797"
"514","Aythya_marila","Greater scaup","20","1971","2014","14649"
"515","Calidris_alba","Sanderling","31","1971","2016","3750"
"516","Calidris_alpina","Dunlin","29","1970","2016","3833"
"517","Calidris_canutus","Red knot","172","1978","2017","6770"
"518","Calidris_ferruginea","Curlew sandpiper","315","1979","2017","5359"
"519","Charadrius_hiaticula","Common ringed plover","22","1976","2016","1381"
"520","Calidris_maritima","Purple sandpiper","6","1979","2016","3312"
"521","Calonectris_diomedea","Scopoli's shearwater","9","1970","2005","247"
"522","Cepphus_grylle","Black guillemot","9","1970","2012","362"
"523","Charadrius_alexandrinus","Kentish plover","20","1970","2016","9919"
"524","Circus_cyaneus","Hen harrier","4","1992","2012","212"
"525","Clangula_hyemalis","Long-tailed duck","27","1968","2014","3485"
"526","Falco_eleonorae","Eleonora's falcon","2","1970","2000","0"
"527","Fratercula_arctica","Atlantic puffin","19","1960","2015","120"
"528","Fulmarus_glacialis","Northern fulmar","18","1959","2010","82"
"529","Gelochelidon_nilotica","Common gull-billed tern","7","1970","2015","385"
"530","Haematopus_ostralegus","Eurasian oystercatcher","30","1950","2019","3680"
"531","Haliaeetus_albicilla","White-tailed sea-eagle","29","1950","2012","1030"
"532","Hydrobates_pelagicus","European storm-petrel","5","1970","2006","0"
"533","Larus_argentatus","European herring gull","25","1950","2012","3665"
"534","Larus_smithsonianus","Arctic herring gull","13","1970","2014","308"
"535","Larus_atricilla","Laughing gull","2","1968","2010","10638"
"536","Larus_audouinii","Audouin's gull","10","1966","2015","135064"
"537","Larus_canus","Mew gull","33","1950","2015","672"
"538","Larus_fuscus","Lesser black-backed gull","25","1950","2012","127806"
"539","Larus_hyperboreus","Glaucous gull","14","1967","2013","546"
"540","Larus_marinus","Great black-backed gull","18","1968","2014","618"
"541","Larus_melanocephalus","Mediterranean gull","14","1956","2015","26050"
"542","Larus_ridibundus","Black-headed gull","25","1950","2013","264609"
"543","Limosa_lapponica","Bar-tailed godwit","31","1975","2016","2198"
"544","Limosa_limosa","Black-tailed godwit","129","1970","2019","4338"
"545","Melanitta_nigra","Common scoter","9","1990","2011","3886"
"546","Morus_bassanus","Northern gannet","25","1950","2015","4473"
"547","Pagophila_eburnea","Ivory gull","3","1994","2011","157"
"548","Gulosus_aristotelis","European shag","17","1950","2006","183"
"549","Nannopterum_auritus","Double-crested cormorant","17","1969","2017","7747"
"550","Phalacrocorax_neglectus","Bank cormorant","2","1985","2016","2"
"551","Phalaropus_fulicarius","Red phalarope","8","1983","2012","2046"
"552","Polysticta_stelleri","Steller's eider","8","1969","2005","4462"
"553","Puffinus_mauretanicus","Balearic shearwater","5","1980","2010","537"
"554","Puffinus_puffinus","Manx shearwater","3","1970","2015","52"
"555","Puffinus_yelkouan","Yelkouan shearwater","4","1970","2000","0"
"556","Recurvirostra_avosetta","Pied avocet","21","1970","2016","1783"
"557","Rissa_tridactyla","Black-legged kittiwake","41","1950","2014","18490"
"558","Somateria_mollissima","Common eider","36","1970","2014","630"
"559","Spheniscus_demersus","African penguin","23","1956","2013","4023"
"560","Stercorarius_parasiticus","Arctic jaeger","16","1959","2012","290"
"561","Sternula_albifrons","Little tern","36","1960","2014","747"
"562","Hydroprogne_caspia","Caspian tern","11","1950","2014","1422"
"563","Sterna_dougallii","Roseate tern","11","1970","2015","7027"
"564","Sterna_paradisaea","Arctic tern","24","1959","2014","1491"
"565","Thalasseus_sandvicensis","Sandwich tern","33","1950","2015","16955"
"566","Morus_capensis","Cape gannet","4","1956","2008","113"
"567","Tadorna_tadorna","Common shelduck","24","1956","2013","15184"
"568","Uria_aalge","Common murre","33","1960","2015","564"
"569","Uria_lomvia","Thick-billed murre / Br??nnich's guillemot / Thick-billed murre","7","1956","2005","354"
"570","Lamna_nasus","Porbeagle shark","14","1984","2015","399"
"571","Leucoraja_ocellata","Winter skate","23","1970","2016","443"
"572","Squalus_acanthias","Picked dogfish","24","1969","2016","6607"
"573","Arctocephalus_pusillus","Cape fur seal","2","1950","1997","147"
"574","Balaenoptera_acutorostrata","Minke whale","7","1975","2014","2968"
"575","Balaenoptera_borealis","Sei whale","3","1986","2014","18267"
"576","Balaenoptera_musculus","Blue whale","5","1986","2014","3249"
"577","Balaenoptera_physalus","Fin whale","9","1970","2011","430"
"578","Delphinapterus_leucas","Beluga whale","8","1965","2014","52"
"579","Globicephala_melas","Long-finned pilot whale","2","1999","2011","35"
"580","Halichoerus_grypus","Grey seal","72","1956","2019","46435"
"581","Hyperoodon_ampullatus","Northern bottlenose whale","1","1987","2001","130"
"582","Megaptera_novaeangliae","Humpback whale","36","1963","2018","814"
"583","Monachus_monachus","Mediterranean monk seal","1","1980","2004","50"
"584","Orcinus_orca","Killer whale / Orca","17","1973","2014","263"
"585","Pagophilus_groenlandicus","Harp seal","4","1971","2009","101"
"586","Phocoena_phocoena","Harbour porpoise","15","1977","2006","69490"
"587","Physeter_catodon","Sperm whale","6","1973","2015","334"
"588","Pseudorca_crassidens","False killer whale","2","1993","2015","441"
"589","Caretta_caretta","Loggerhead sea turtle / Loggerhead turtle","54","1966","2019","320"
"590","Chelonia_mydas","Green turtle","54","1969","2013","925"
"591","Dermochelys_coriacea","Leatherback turtle","38","1966","2012","1292"
"592","Eretmochelys_imbricata","Hawksbill turtle","26","1968","2011","302"
"593","Lepidochelys_kempii","Kemp's ridley turtle","10","1985","2003","10912"
"594","Lepidochelys_olivacea","Olive ridley turtle / Pacific ridley turtle","25","1980","2012","875"
"595","Anoplopoma_fimbria","Sablefish","9","1964","2018","159"
"596","Atheresthes_stomias","Arrowtooth flounder","10","1975","2018","205"
"597","Engraulis_mordax","Californian anchovy","2","1952","2014","330"
"598","Engraulis_ringens","Anchoveta / Anchovy","4","1984","2015","2419"
"599","Gadus_macrocephalus","Pacific cod","13","1976","2018","11324"
"600","Hippoglossoides_elassodon","Flathead sole","9","1980","2018","298"
"601","Hippoglossus_stenolepis","Pacific halibut","7","1974","2016","82"
"602","Lepidopsetta_bilineata","Rock sole","6","1958","2016","311"
"603","Limanda_aspera","Yellowfin sole","6","1963","2018","1181"
"604","Limanda_limanda","Common dab","1","1975","1980","32"
"605","Myzopsetta_proboscidea","Longhead dab","2","1980","2010","306"
"606","Limanda_sakhalinensis","Sakhalin flounder / Sakhalin sole","2","1973","2010","162"
"607","Merluccius_gayi","South Pacific hake / Peruvian hake","5","1971","2020","144"
"608","Merluccius_productus","North Pacific hake","6","1984","2018","483"
"609","Chrysophrys_auratus","Silver seabream","11","1982","2013","217"
"610","Parophrys_vetulus","English sole","8","1953","2016","366"
"611","Pleurogrammus_monopterygius","Atka mackerel","2","1977","2010","131"
"612","Pleuronectes_quadrituberculatus","Alaska plaice","2","1974","2010","348"
"613","Gadus_chalcogrammus","Alaska pollock / Walleye pollock","18","1963","2018","457"
"614","Pentaceros_wheeleri","Slender armorhead","1","1981","1990","212"
"615","Scomber_japonicus","Chub mackerel","5","1975","2018","11655"
"616","Sebastes_alutus","Pacific ocean perch","9","1978","2018","169"
"617","Sebastes_entomelas","Widow rockfish","5","1984","2016","755"
"618","Sebastolobus_alascanus","Shortspine thornyhead","5","1997","2016","129"
"619","Thaleichthys_pacificus","Eulachon","3","2004","2016","1214"
"620","Thunnus_albacares","Yellowfin tuna","9","1967","2016","100"
"621","Trachurus_murphyi","South Pacific horse mackerel / Chilean jack mackerel","3","1978","2015","99"
"622","Cepphus_columba","Pigeon guillemot","10","1979","2012","107"
"623","Cerorhinca_monocerata","Rhinoceros auklet","3","1974","2003","294"
"624","Phoebastria_albatrus","Short-tailed albatross","1","1958","2005","13580"
"625","Phoebastria_immutabilis","Laysan albatross","2","2002","2015","57"
"626","Phoebastria_irrorata","Waved albatross","1","1971","2001","45"
"627","Fratercula_cirrhata","Tufted puffin","4","1973","2005","54"
"628","Larus_glaucescens","Glaucous-winged gull","8","1973","2012","171"
"629","Larus_occidentalis","Western gull","1","1980","1991","22"
"630","Hydrobates_furcatus","Fork-tailed storm-petrel","3","1979","2000","6"
"631","Hydrobates_homochroa","Ashy storm-petrel","1","1980","1991","39"
"632","Hydrobates_leucorhous","Leach's storm-petrel","4","1974","2017","65"
"633","Hydrobates_melania","Black storm-petrel","1","1980","1991","83"
"634","Pelecanus_occidentalis","Brown pelican","2","1980","1991","343"
"635","Urile_pelagicus","Pelagic cormorant","6","1979","2012","198"
"636","Urile_penicillatus","Brandt's cormorant","4","1979","2011","86"
"637","Ptychoramphus_aleuticus","Cassin's auklet","2","1979","2002","42"
"638","Rissa_brevirostris","Red-legged kittiwake","2","1974","2013","92"
"639","Rynchops_niger","Black skimmer","2","1980","2011","1416"
"640","Spheniscus_humboldti","Humboldt penguin","4","1987","2012","519"
