"ID","Binomial","Species_id","Site_ID","Site_name","Latitude","Longitude","Region","Ccamlr_id","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"1","Pygoscelis_antarcticus","CHPE","ACUN","Acuna Island","-60.7612","-44.637","South Orkney Islands","48.2","1220.49384837831","1339.77521289897","1476.75080075786","1621.34410755723","1778.37839538684","1953.61953597713","2146.46657117998","2365.57080528388","2690.14416554284","3011.93615090621","3307.40516293459","3601.58879980831","3872.61943644734","4190.2521124574","4910.11163283761","5418.08298102115","6133.30580820757","5852.56835169899","5823.21403913492","5980.00413821008","5487.37603379443","5386.36322972507","5834.4166321698","5678.66612422697","5785.92295713141","5928.95008916287","5894.41880252734","6055.37366212727","6338.77461176244","6466.11102280363","6868.92039934844","6632.29893274362","7641.21711732171","7727.58676832431","7716.95057428491","7473.40620300371","7705.01718315072","7339.17427893087","7785.48730498403","7195.51060395202","7328.88431948211","7770.0929440275","7486.18011965274","7696.79231661234","8566.70693190234","8147.65903258025","8123.07480840989","6320.26492459085","6062.89519345747","6155.35118933754"
"2","Pygoscelis_antarcticus","CHPE","AILS","Ailsa Craig","-60.78","-44.631","South Orkney Islands","48.2","1779.38480131401","1962.98719381943","2142.24599866751","2357.54588440422","2578.42516618099","2830.10464961211","3105.41025739928","3406.19115619205","3850.8461945526","4348.69955940257","4792.85822295961","5267.93618168286","5653.55928473306","6148.46772229718","6862.42190470615","7213.92380804539","7798.18967531921","7053.27501998605","6646.25353123216","6539.35660620978","5752.22171068846","5347.76914912302","5491.19833947641","5104.07707232782","4979.69647688537","4872.8870615318","4571.48700240119","4503.62312711924","4500.79013316039","4353.07919913271","4389.91033981699","4091.24293676342","4472.80359825319","4308.67579140795","4098.48418790147","3940.90967574937","4059.83497607582","3892.35494396492","4148.61720867654","3849.58872377016","3934.57908989484","4181.16908563546","4029.91089548205","4154.1345749813","4633.63055447421","4404.97881378799","4394.95095450333","3446.87046075434","3324.85322116475","3341.81043511937"
"3","Pygoscelis_antarcticus","CHPE","AITC","Barrientos Island (Aitcho Islands)","-62.4071","-59.7517","South Shetland Islands","48.1","421.009999959777","459.786553347173","504.736679222994","556.467091267869","611.883613361707","671.78167042259","734.783014655165","808.62765889274","918.447616481474","1036.14853901688","1136.76885495436","1245.21863487741","1335.24869400196","1441.74680774537","1797.03777132891","2106.99581245909","2492.83305313902","2501.81411755722","2633.20954043236","2855.34435117475","2763.90718457624","2879.31185345159","3268.5556178141","3355.38088238686","3645.97714027689","3998.91118650923","4209.67887716249","4612.283532045","4772.41486012402","4760.43552576353","4940.78030640845","4719.52596220967","5266.37724245942","5159.58230535459","5042.17926439601","4987.84559497703","5231.53875868025","5134.90569749588","5609.04633463652","4256.12356227631","4075.59397241085","4051.05305229196","4022.71665663051","4251.51055872287","4840.31470884178","4714.86788456949","4865.45880803591","3874.03185510132","3796.51387806365","3886.57806550947"
"4","Pygoscelis_antarcticus","CHPE","AITK","Aitken Cove","-60.738","-44.525","South Orkney Islands","48.2","1001.54943409066","1103.0363674211","1199.30850946751","1320.91162615754","1441.07363294915","1584.77393575529","1730.97886692619","1897.58282349763","2168.10406830137","2450.1368053324","2683.62959494123","2923.69771673785","3149.74394499647","3420.56706630558","3875.70428761236","4163.57336319862","4540.82148744106","4206.48876543651","4051.6028220157","4070.28725734612","3649.55716363886","3456.5479503856","3594.3430661175","3368.45767914031","3328.26744743461","3319.31925389501","3184.37458253642","3192.41518709439","3240.07581699487","3194.96607392042","3292.0508263697","3099.55629767476","3440.79890708363","3354.23637256809","3234.48940065891","3198.39930718342","3331.27572188259","3231.70408568369","3486.2496346768","3285.59956476963","3370.95174279222","3620.44427761966","3551.35412308224","3731.72552073104","4254.32057825723","4105.99857596857","4160.09471757041","3292.4094830441","3209.76705023046","3231.17956258734"
"5","Pygoscelis_antarcticus","CHPE","ALCO","Alcock Island","-64.24","-61.127","Central-west Antarctic Peninsula","48.1","407.725457275488","444.575295071806","490.198135765765","538.101573855541","595.241400532454","651.659625793676","711.033610838056","780.084385671625","888.104893296958","1005.73913155155","1108.81802362076","1210.86657849311","1300.28087850597","1416.91691590466","1775.12526170463","2066.68328793757","2469.00885301922","2497.75846659614","2645.10032617967","2875.64189403719","2169.57058678867","1737.21965895319","1536.8545642006","1230.03905024215","1028.31678617823","876.578380303789","717.187420320291","608.077971706471","638.220085716434","657.692144846939","702.585159120184","694.728857955614","800.604197071231","811.842383797368","822.553400261673","846.88620553513","923.307218075187","930.127457546693","1044.72754724645","1025.22823552728","1100.276192296","1160.88014209682","1121.14273895592","1150.14095842771","1286.96118088124","1209.28957890885","1208.55325977981","936.982152026936","898.237203464806","916.085705375605"
"6","Pygoscelis_antarcticus","CHPE","AMPH","Amphibolite Point","-60.684","-45.339","South Orkney Islands","48.2","1177.4697285311","1282.94889494217","1408.68051882621","1546.3797230723","1694.8086560789","1855.94307823041","2029.9674893977","2235.46844541144","2540.06627664974","2863.54577677824","3169.63978446469","3469.75575838605","3729.05353908412","4023.8959060793","4487.83773565414","4750.90698889397","5143.40925237593","4681.84668068783","4434.36089289385","4362.9408697988","3803.40327570453","3521.10898298118","3613.89623137162","3365.27210107847","3301.97181779732","3242.7160023016","3059.36820393347","3001.40634548984","2985.88267568462","2910.0105693418","2934.78152890923","2720.52552684709","2967.54316136199","2835.8038825751","2724.49295459158","2621.39201863113","2706.00269805076","2588.2632764356","2790.66642141446","2592.30093069329","2647.17455008017","2805.59907889003","2698.71838856636","2781.57008974049","3089.37154156086","2916.00837160299","2914.25848870918","2274.8633601959","2172.58064974491","2204.97146036887"
"7","Pygoscelis_antarcticus","CHPE","ANDE","Cape Anderson","-60.757","-44.601","South Orkney Islands","48.2","29.5045896668037","32.4423500264097","35.6833662814365","39.0960475823079","43.0261193452558","46.9647406421142","51.2820735411674","56.2385360073718","64.3527488679838","72.5973635763849","80.196688621756","87.4987873695499","94.0043326474884","101.312944984447","117.932477324245","128.427301953835","144.315399888058","136.678559195123","134.166501364459","135.901915966477","123.296563979691","118.474138285447","125.704313671722","122.015061218953","123.521850424761","125.724971646703","122.325787450488","124.612459052465","130.005845948001","130.742534526081","136.142333669933","131.040408074398","148.709446121129","147.294342893902","146.254550247447","148.044351644623","158.031133033553","157.382469668738","173.946890124787","167.669868817974","176.711516346399","193.570426618881","194.16512583468","207.960761123007","241.138985793515","235.766427371665","244.37891890207","197.076372121165","195.575574692518","206.162297688055"
"8","Pygoscelis_antarcticus","CHPE","ANVS","Anvers Island South West (7 km south of Gerlache Island)","-64.661","-64.247","Central-west Antarctic Peninsula","48.1","0.338918831017863","0.369579365235593","0.406987703429372","0.448817429371425","0.492939811456673","0.536978123068262","0.586551803069165","0.645692968996043","0.733739615367554","0.822101542061214","0.903283503208816","0.988004821304406","1.06170912489283","1.13881473647992","1.41913782984083","1.66168939452314","2.00084608062289","1.79996449015931","1.69601618825306","1.6743456304447","1.45791211455302","1.34622285181729","1.38445470387801","1.27367324154333","1.2380198966172","1.21167916944426","1.14452477563533","1.13264025963469","1.12594718525863","1.09423217643335","1.10085330277407","1.01894411339535","1.112929802652","1.06418548942455","1.00854922599102","0.976418405742588","0.993539402571972","0.942235567781068","0.994197103146595","0.927425783322368","0.947974273950084","1.00467963108666","0.962631257968781","1.00344128109909","1.11322812333237","1.0525790455565","1.04891887629859","0.816459299821071","0.778184739803175","0"
"9","Pygoscelis_antarcticus","CHPE","ARDL","Ardley Island","-62.213","-58.933","South Shetland Islands","48.1","74.9476212578334","81.9902155085482","90.3732831324775","98.6029106893944","108.261774408849","118.139497056566","129.617577310752","141.966632283893","160.065537366761","180.411372637582","242.820888622369","141.213007355172","112.564306887123","91.1868831689496","109.347231752211","39.2661383509115","44.8208452021363","42.9811242124915","43.4131434184212","45.0497867171791","41.7233839319435","41.0340196899685","44.6579877144889","43.6841304675149","44.9961957798485","49.1110735798881","71.5469271613665","33.2061849886257","42.9076638741457","34.0117305805218","26.0332567137103","22.0559811563173","34.9057625066542","28.8966055996817","13.0318172020973","9.02293377404181","9.6793824250052","9.63481153261943","10.7647586319343","10.348440197249","10.987302459776","12.1367461614034","12.1746607930853","13.0257994529394","14.9912432521235","14.163723482697","14.1193402959119","10.8610788647593","10.4084070476798","10.5693320927474"
"10","Pygoscelis_antarcticus","CHPE","ARMS","Armstrong Reef","-65.884","-66.197","Southwest Antarctic Peninsula","48.1","0.298030686987707","0.325315957287935","0.35650551643032","0.393243250829796","0.429139779163294","0.468456084348843","0.511276127746257","0.563620222049644","0.637186417425989","0.718797424307576","0.788443554698","0.859383747936368","0.917002372028528","1.00240491534982","1.48857778457309","2.08992230704271","3.00465571159738","3.63750887530795","4.6071108493943","5.98944690965019","4.96971516957347","4.3400996848422","4.23711342380762","3.69167774102303","3.41115378089812","3.17403983666035","2.83364963845029","2.62710689820721","2.48621997496533","2.28778595508794","2.18130378697805","1.91919434064699","1.99407077382057","1.79271055671027","1.613553637068","1.47599385165222","1.43409829678993","1.2920195767358","1.30308474751938","1.14620322355012","1.09946702621983","1.10229685719182","1.00063873929053","1.02874618091997","1.14952286747484","1.09045369977704","1.08261090253009","0.842443168314253","0.802830910609249","0.816171867109652"
